id,date,valid_time,location_longitude,location_latitude,danger_rating_level,danger_rating_text,danger_problem_text,involved_sum,involved_dead,involved_injured,involved_uninjured,involved_swept,involved_buried_total,involved_buried_partial,involved_not_buried,avalanche_extent_length,avalanche_extent_width,avalanche_breakheight,avalanche_type_text,avalanche_size_text,location_elevation,location_slope_angle,location_aspect_text,location_name,location_subregion_text,involved_equipment_standard_text,involved_equipment_lvs_text,involved_equipment_airbag_text,involved_ascent_descent_text,avalanche_release_text,avalanche_humidity_text,weather_temp,weather_snow_depth,weather_temp_mean,weather_temp_diff,weather_rain_sum,weather_snow_sum,weather_wind_speed_mean,weather_wind_dir_mean,weather_radiation_sum
468,2015-02-28 15:30:00,True,10.6253,47.50004,2.0,moderate,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,150.0,15.0,,loose,2: medium avalanche,1850.0,35.0,N,Nesselwängler Scharte,Allgäuer Alpen,,,,,,,-3.7000003,1.08,-8.608854,1.7166681,0.0,7.42,2.1932242,182.0716423653562,39.5
470,2015-02-03 09:00:00,True,10.32935,47.07626,3.0,considerable,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,100.0,40.0,50.0,slab,3: large avalanche,2600.0,40.0,E,Kappl /Quellspitz,Östl. Verwallgruppe,,,,,,,-18.804499,1.9,-16.882624,-2.5083323,0.0,2.0300002,1.8082421,222.5810298798383,36.420002
471,2015-02-23 12:50:00,True,10.50332,47.08409,2.0,moderate,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,5.0,10.0,15.0,slab,1: small avalanche,2100.0,25.0,N,Versingalpe,Samnaungruppe,,,,,,,-3.038,1.37,-8.754666,-0.9187479,0.0,5.5299997,2.5539517,149.64030592186992,40.690002
480,2015-03-03 09:55:00,True,12.03698,47.35423,2.0,moderate,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,25.0,8.0,15.0,slab,1: small avalanche,1860.0,36.0,SE,Lämpersberg,Westl. Kitzbüheler Alpen,,,,,,,-5.6280003,1.09,-4.6024795,-0.6208334,0.39999995,14.91,2.310894,214.84153762562173,34.54
481,2015-03-05 11:30:00,True,10.85051,47.03252,3.0,considerable,,4.0,0.0,0.0,4.0,0.0,0.0,0.0,,,,,slab,4: very large avalanche,,,E,"St.Leonhard i.P., Weixmannstall",Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-10.6315,1.63,-9.829938,-5.491667,0.0,8.540002,3.0589337,307.514760058027,51.559998
482,2015-03-08 12:02:00,True,11.17195,47.22475,3.0,considerable,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,500.0,60.0,50.0,slab,3: large avalanche,2120.0,37.0,NW,Rosskogel-Kögele,Grieskogelgruppe,,,,,,,4.2349997,1.4,-7.3123956,7.664584,0.0,4.34,1.8722311,320.9078047939382,57.949997
8981,2015-03-28 00:00:00,True,11.645213,47.235212999999,,,,,0.0,,,,,,,,,,slab,,,,,Hirzer,Westl. Tuxer Alpen,,,,,,,-6.9255,1.33,-2.8624792,-2.8812509,0.40000004,14.84,2.4777155,40.46542158679469,53.24
485,2015-03-08 12:00:00,True,12.43851,47.12784,2.0,moderate,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,70.0,50.0,80.0,slab,,2000.0,35.0,SE,Rote Säule,Venedigergruppe,,,,,,,4.5365,3.91,-7.4025626,5.1583333,0.0,5.9500003,2.6968608,325.17476057222865,60.0
486,2015-03-08 14:53:00,True,10.19845,47.12393,2.0,moderate,,4.0,0.0,2.0,2.0,4.0,1.0,3.0,,400.0,40.0,1.0,slab,,1950.0,40.0,N,Peischelkopf,Westl. Verwallgruppe,,,,,,,5.939,1.71,-6.7844377,8.070834,0.0,4.3400006,1.8235832,55.30076321879164,56.81
487,2015-03-08 12:22:00,True,11.29897,47.17268,3.0,considerable,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,slab,2: medium avalanche,2400.0,35.0,NE,Malgrubenspitze,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,2.7475,1.69,-8.793645,8.495832,0.0,4.0600004,2.2151022,306.8618212941305,58.42
488,2015-03-08 10:56:00,True,10.94458,46.90483,3.0,considerable,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,1000.0,50.0,50.0,slab,,2650.0,35.0,SE,Ventertal-Mutboden,Weißkugelgruppe,,,,,,,0.237,1.57,-8.823417,8.364584,0.0,1.2600001,2.4450245,333.3746212368823,65.17
489,2015-03-08 14:07:00,True,11.13663,47.24404,3.0,considerable,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,200.0,50.0,,slab,2: medium avalanche,2150.0,35.0,E,Brechten,Grieskogelgruppe,,,,,,,4.6225,1.68,-7.8186464,8.495834,0.0,4.0600004,2.2151022,306.8618212941305,58.42
531,2015-06-05 11:14:00,True,10.84648,46.89633,,,,2.0,0.0,1.0,1.0,1.0,0.0,1.0,,150.0,,,slab,2: medium avalanche,3000.0,40.0,NW,Taschachwand,Weißkugelgruppe,,,,,,,10.658501,9.55,3.8486042,2.35,13.900001,0.0,1.3327886,188.1208677056697,88.82
7871,2008-12-21 00:00:00,True,11.645099,47.235099,4.0,high,,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,Schmirner Landstrasse L229 - Luft - & Tränkental,Westl. Tuxer Alpen,,,,,,,-4.7255,1.14,-7.0937295,4.7354174,0.0,34.86,2.7759564,349.9014660470221,10.64
490,2015-03-03 15:00:00,True,11.06757,47.14384,3.0,considerable,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,370.0,200.0,90.0,slab,,2620.0,35.0,SE,Breite Scharte,Nördl. Ötztaler- & Stubaier Alpen,yes,,,,,dry,-5.777,1.71,-9.022312,-1.7750015,0.0,10.709999,2.2674687,206.79550648145505,40.54
491,2015-03-08 13:04:00,True,10.30978,47.06737,3.0,considerable,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,240.0,140.0,150.0,slab,3: large avalanche,2250.0,38.0,NE,Kreuzjochspitze,Östl. Verwallgruppe,,,,,,,4.0455003,1.78,-8.520646,8.739584,0.0,1.4700003,2.2058969,12.113244016595589,62.109997
492,2015-03-08 10:49:00,True,11.28713,47.17787,3.0,considerable,,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,150.0,60.0,50.0,slab,2: medium avalanche,2200.0,35.0,N,Hochtennspitze,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,2.3865001,1.69,-7.454646,8.495834,0.0,4.0600004,2.2151022,306.8618212941305,58.42
493,2015-03-07 11:20:00,True,10.47488,47.47452,3.0,considerable,,2.0,0.0,1.0,1.0,2.0,0.0,0.0,,70.0,5.0,40.0,slab,,2100.0,40.0,N,Gaishorn,Allgäuer Alpen,,,,,,,2.6935,1.26,-7.346605,0.5562496,0.0,11.41,1.9202589,227.22203413783524,44.9
494,2015-03-07 13:06:00,True,10.42427,47.01491,3.0,considerable,,4.0,0.0,1.0,3.0,3.0,2.0,1.0,,240.0,180.0,150.0,slab,3: large avalanche,2822.0,29.0,S,Hinteres Kreuzjoch,Samnaungruppe,,,,,,,-5.1575003,1.67,-13.183542,3.8770838,0.0,3.0800002,2.8042707,332.4723805682803,58.58
495,2015-03-07 12:39:00,True,12.02502,47.35505,2.0,moderate,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,slab,,2100.0,35.0,S,Lämpersberg,Westl. Kitzbüheler Alpen,,,,,,,-4.157,1.16,-9.80648,0.7479181,0.0,8.679999,3.0659463,8.120101130620924,52.66
497,2015-03-06 14:03:00,True,10.33183,47.22627,3.0,considerable,,2.0,0.0,2.0,0.0,6.0,1.0,1.0,,450.0,60.0,100.0,slab,,2400.0,33.0,SW,Griestalerspitze,Westl. Lechtaler Alpen,,,,,,,-6.8704996,1.8,-10.943937,0.029166222,0.0,8.470001,2.1150098,329.28005943324314,46.38
498,2015-03-06 12:00:00,True,11.77894,47.18907,3.0,considerable,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,60.0,40.0,40.0,slab,,2300.0,40.0,NE,Wanglspitze,Östl. Tuxer Alpen,,,,,,,-6.571,1.57,-10.016832,-0.18333626,0.0,8.89,3.0127513,16.73938663673223,48.14
7549,2005-04-24 00:00:00,True,11.00512,47.11512,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,Saile - ,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-5.748,1.37,-4.592271,4.468749,0.0,2.38,2.0466876,256.1761895767598,97.13
509,2015-03-06 12:06:00,True,11.28241,47.17443,3.0,considerable,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,850.0,70.0,,slab,2: medium avalanche,2200.0,42.0,NW,Hochtennboden,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-6.136,1.75,-9.619853,0.11458397,0.0,7.350001,2.5968444,321.0442446527984,46.17
7302,2003-01-09 00:00:00,True,11.645021,47.235021,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,slab,,,,,Hochfügen-Variantenbereich - ,Westl. Tuxer Alpen,,,,,,,-20.525501,1.14,-16.802063,-0.47291756,0.0,4.9,2.107432,83.21500186601422,17.9
511,2015-03-28 12:00:00,True,10.66718,46.89316,2.0,moderate,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,80.0,30.0,40.0,slab,2: medium avalanche,3250.0,38.0,E,Glockturm,Glockturmgruppe,,,,,,,-7.0235004,10.01,-9.404228,-2.2645836,0.0,10.710002,2.1745465,335.877202548775,62.16
514,2015-03-29 13:53:00,True,12.21882,47.05644,2.0,moderate,,2.0,0.0,2.0,0.0,2.0,0.0,0.0,,300.0,200.0,30.0,slab,3: large avalanche,3100.0,35.0,SE,Roßhut,Venedigergruppe,,,,,,,-1.21,1.47,-8.002188,-0.5458336,0.7,14.560002,2.4139504,353.60881076623497,58.039997
7334,2003-02-12 00:00:00,True,11.668307,47.181647,3.0,considerable,,,1.0,0.0,,8.0,4.0,0.0,,300.0,200.0,85.0,slab,,2520.0,38.0,W,Torspitze - Eiskarjoch,Westl. Tuxer Alpen,,,,,,,-16.6285,1.65,-13.228499,-4.68958,0.0,0.35,1.7403367,61.97863234012394,44.61
515,2015-03-28 11:30:00,True,11.16981,47.13922,1.0,low,,2.0,0.0,1.0,1.0,1.0,0.0,0.0,,10.0,5.0,1.0,slab,1: small avalanche,2790.0,35.0,NE,Roter Kogel,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-4.3235,1.65,-5.7698545,-2.5958347,0.20000002,12.25,2.5962062,1.613245752118878,58.47
516,2015-03-28 11:20:00,True,11.04208,47.10174,3.0,considerable,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,20.0,70.0,25.0,slab,2: medium avalanche,2700.0,35.0,SE,Breiter Grießkogel,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-3.8945003,1.65,-5.340854,-2.5958338,0.0,7.6300006,2.5593374,1.1647671002010838,69.89
517,2015-04-08 17:05:00,True,10.87437,46.9509,2.0,moderate,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,600.0,70.0,100.0,slab,,2100.0,40.0,NE,Mittagskogel,Weißkugelgruppe,,,,,,,-0.6405,1.75,-8.581125,2.2625003,0.0,4.48,2.2984552,340.8510009438916,86.909996
518,2015-04-08 13:30:00,True,12.29856,47.03872,2.0,moderate,,8.0,0.0,1.0,7.0,1.0,0.0,1.0,,50.0,20.0,30.0,slab,,2200.0,35.0,SE,Rostocker Eck,Venedigergruppe,,,,,,,-0.91999996,1.32,-8.953854,1.9645824,0.0,7.7700005,2.8719904,355.7502389955741,88.27
519,2015-04-08 11:15:00,True,11.04886,47.20557,3.0,considerable,,3.0,0.0,0.0,3.0,1.0,0.0,1.0,,500.0,100.0,60.0,slab,,2600.0,40.0,NW,Gaiskogel,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-3.5735002,2.08,-10.826625,3.6104188,0.0,4.48,2.2984552,340.8510009438916,86.909996
521,2015-04-11 11:30:00,True,11.12239,47.1317,3.0,considerable,,1.0,0.0,1.0,0.0,4.0,0.0,4.0,,1000.0,400.0,,slab,4: very large avalanche,2200.0,35.0,E,Oberstkogel,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,2.903,1.77,-1.2048124,5.733333,0.6,0.28,1.6853613,239.14213491885485,93.7
522,2015-02-12 11:58:00,True,11.17272,47.22301,3.0,considerable,,3.0,0.0,0.0,3.0,0.0,0.0,0.0,,100.0,5.0,20.0,slab,2: medium avalanche,2179.0,40.0,NE,Kögele ,Grieskogelgruppe,,,,,,,0.9865,1.58,-8.042667,5.9875007,0.0,1.19,1.6212935,267.47110948266976,39.21
524,2015-02-10 14:40:00,True,11.14739,47.00389,3.0,considerable,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,100.0,20.0,20.0,slab,3: large avalanche,2340.0,45.0,N,Fernautal (unterhalb Dresdnerhütte),Zentrale Stubaier Alpen,,,,,,,2.034,1.31,-8.85298,1.1708326,0.0,4.9,2.4556043,311.8179704804318,33.440002
525,2015-03-08 10:47:00,True,11.05873,47.25069,3.0,considerable,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,250.0,50.0,,slab,,2450.0,35.0,NW,Rietzer Grieskogel (Peter-Anich-Hütte),Grieskogelgruppe,,,,,,,-0.16800022,1.35,-10.232062,6.6916685,0.0,4.83,1.8815334,0.149050775966185,57.65
526,2015-03-29 12:00:00,True,12.35801,47.12831,2.0,moderate,,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,100.0,40.0,30.0,slab,2: medium avalanche,2800.0,35.0,E,Untersulzbachtörl,Venedigergruppe,,,,,,,-0.30149996,1.5,-6.602542,-0.572917,0.3,16.660002,2.2756045,350.1586909711648,57.15
7323,2003-02-09 00:00:00,True,10.535071,47.270071,,,,,0.0,0.0,,1.0,0.0,0.0,,100.0,50.0,,slab,,,40.0,S,Maroialpe - Albona,Zentrale Lechtaler Alpen,,,,,,,-3.6924996,1.65,-6.7320833,3.822918,0.0,15.539999,2.1433818,226.6680921357689,26.15
7324,2003-02-09 00:00:00,True,10.535072,47.270072,,,,,0.0,0.0,,1.0,0.0,0.0,,150.0,70.0,100.0,slab,,1550.0,35.0,N,Neunerkopf - Gundhütte,Zentrale Lechtaler Alpen,,,,,,,-3.6924996,1.65,-6.7320833,3.822918,0.0,15.539999,2.1433818,226.6680921357689,26.15
527,2015-04-11 14:00:00,True,11.29168,47.40421,3.0,considerable,,3.0,0.0,1.0,2.0,3.0,0.0,2.0,,,,,slab,3: large avalanche,1850.0,35.0,SE,Brunnensteinspitze,Karwendel,,,,,,,3.6679997,1.25,-1.6090835,5.25,1.1,0.07,1.903249,200.84986779009392,90.71
7335,2003-02-16 00:00:00,True,11.810033,47.105033,,,,,0.0,0.0,,3.0,0.0,0.0,,400.0,150.0,,slab,,2600.0,40.0,SW,Wolfendorn - Luegeralm,Nördl. Zillertaler Alpen,,,,,,,-9.395,1.18,-7.3762503,-0.94791746,0.0,0.21000001,1.7308187,16.662447970826623,43.8
7336,2003-02-17 00:00:00,True,11.810034,47.105034,,,,,0.0,0.0,,1.0,1.0,0.0,,150.0,40.0,,slab,,2570.0,40.0,SW,Horbergjoch - Rastkogel,Nördl. Zillertaler Alpen,,,,,,,-12.745001,1.17,-7.797084,-3.4145837,0.0,0.21000001,1.9323652,13.695312196309178,44.79
7333,2003-02-12 00:00:00,True,11.810032,47.105032,,,,,0.0,0.0,,2.0,0.0,0.0,,100.0,,,slab,,2380.0,40.0,N,Malgrube - Sommerbergalm,Nördl. Zillertaler Alpen,,,,,,,-8.094999,1.26,-4.639271,-4.9687505,0.1,0.49,1.7792795,2.151740320881916,42.9
529,2015-04-07 15:00:00,True,10.57971,47.0762,3.0,considerable,,4.0,0.0,0.0,4.0,1.0,0.0,0.0,,1400.0,850.0,150.0,slab,4: very large avalanche,2520.0,35.0,N,Urgtal,Samnaungruppe,,,,,,,-8.428,1.83,-10.272271,-4.972917,0.0,6.4400005,2.3928573,337.8733116733329,83.14
530,2015-04-10 11:30:00,True,10.36872,46.99113,1.0,low,,2.0,2.0,0.0,0.0,0.0,2.0,0.0,,730.0,250.0,100.0,slab,3: large avalanche,2650.0,40.0,NW,Visnitzkopf,Samnaungruppe,,,,,,dry,1.4519999,1.89,-6.5578966,10.0375,0.0,0.0,1.7607274,275.3212098203055,98.700005
520,2015-04-12 11:00:00,True,11.33394,47.0,3.0,considerable,,2.0,1.0,0.0,1.0,0.0,2.0,0.0,,1000.0,170.0,250.0,slab,4: very large avalanche,2300.0,40.0,E,Gargglerin,Zentrale Stubaier Alpen,yes,yes,none,descent,,wet,7.3985,1.48,2.4339168,1.0104164,2.3,1.33,1.4043226,250.16324620131735,92.41
7303,2003-01-09 00:00:00,True,10.535064,47.270064,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,slab,,2700.0,35.0,N,Hochkarspitze - ,Zentrale Lechtaler Alpen,,,,,,,-17.692501,0.85,-12.04198,-1.7624998,0.0,2.17,2.255065,102.3867759605389,19.86
7304,2003-01-09 00:00:00,True,10.535065,47.270065,,,,,0.0,0.0,,0.0,0.0,0.0,,70.0,50.0,50.0,slab,,2400.0,30.0,E,Schwarzer Kranz - ,Zentrale Lechtaler Alpen,,,,,,,-17.692501,0.85,-12.04198,-1.7624998,0.0,2.17,2.255065,102.3867759605389,19.86
7305,2003-01-12 00:00:00,True,11.645022,47.235022,,,,,0.0,0.0,,0.0,0.0,0.0,,100.0,50.0,50.0,slab,,2450.0,35.0,NW,Naviser Kreuzjöchl - ,Westl. Tuxer Alpen,,,,,,,-23.0755,1.12,-17.213001,-3.3499975,0.0,2.03,2.0300863,40.20625347383314,23.05
7306,2003-01-18 00:00:00,True,12.24003,47.39003,,,,,0.0,0.0,,2.0,0.0,1.0,,100.0,50.0,50.0,slab,,2200.0,35.0,NE,Pallspitze - ,Westl. Kitzbüheler Alpen,,,,,,,-14.167,0.52,-7.062312,-3.816667,0.0,0.48999998,2.180307,191.88029944749312,23.0
7307,2003-01-18 00:00:00,True,11.675802,47.225434,2.0,moderate,,,1.0,0.0,,4.0,0.0,4.0,,300.0,80.0,150.0,slab,,2540.0,35.0,NE,Wildofen - Muttenkar,Westl. Tuxer Alpen,,,,,,,-14.2375,1.2,-11.476042,-4.6416683,0.0,0.0,1.7498704,102.19694451293674,27.1
7308,2003-01-19 00:00:00,True,12.118205,47.322342,2.0,moderate,,,2.0,0.0,,2.0,2.0,0.0,,200.0,80.0,75.0,slab,,2200.0,42.0,SE,Herzogkogel - Stanglhöhe,Westl. Kitzbüheler Alpen,,,,,,,-17.912,3.64,-12.010437,-4.4020844,0.0,0.14,1.8491187,122.82035237214257,28.369999
7309,2003-01-28 00:00:00,True,11.505974,47.186707,3.0,considerable,,,1.0,0.0,,1.0,1.0,0.0,,150.0,50.0,55.0,slab,,2550.0,42.0,SW,Morgenkogel - Nigstarz,Westl. Tuxer Alpen,,,,,,,-6.2735,1.25,-11.2266245,4.0354156,0.0,9.800001,2.144502,304.4799157644936,23.740002
7310,2003-01-29 00:00:00,True,10.985109,46.930109,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,slab,,,,,Obergurgl-Variantenbereich - ,Weißkugelgruppe,,,,,,,-12.4465,1.28,-9.434,1.1604176,0.100000024,12.67,1.8492193,271.9280264821565,21.23
7311,2003-01-31 00:00:00,True,10.535066,47.270066,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,slab,,,,,Arlberg-Variantenbereich - ,Zentrale Lechtaler Alpen,,,,,,,-11.9925,1.29,-6.7789583,-10.512501,3.1999998,24.92,3.332312,260.57819185531963,15.719999
7312,2003-02-01 00:00:00,True,11.810028,47.105028,,,,,0.0,0.0,,0.0,0.0,0.0,,200.0,40.0,50.0,slab,,2050.0,40.0,SW,Törljoch - Kreuzjochhütte,Nördl. Zillertaler Alpen,,,,,,,-10.295,1.13,-7.1825,-6.1729174,0.0,1.5400001,2.0037746,1.959910402617288,32.559998
7314,2003-02-06 00:00:00,True,10.535067,47.270067,,,,,0.0,0.0,,0.0,0.0,0.0,,1400.0,,150.0,slab,,2100.0,40.0,S,Elbigenalp - Gemeindestraße - Holdernachlawine,Zentrale Lechtaler Alpen,,,,,,,-9.092501,1.66,-7.1815634,-3.3166661,0.0,39.34,2.9431424,262.6614541936869,15.48
7315,2003-02-06 00:00:00,True,10.535068,47.270068,,,,,0.0,0.0,,0.0,0.0,0.0,,1300.0,,150.0,slab,,2100.0,40.0,SE,Holzgau - B198 - Reutle-Lawine,Zentrale Lechtaler Alpen,,,,,,,-9.092501,1.66,-7.1815634,-3.3166661,0.0,39.34,2.9431424,262.6614541936869,15.48
7316,2003-02-06 00:00:00,True,10.535069,47.270069,,,,,0.0,0.0,,0.0,0.0,0.0,,1500.0,,150.0,slab,,2500.0,40.0,S,Pettneu - L68 - Aperrieslawine,Zentrale Lechtaler Alpen,,,,,,,-9.092501,1.66,-7.1815634,-3.3166661,0.0,39.34,2.9431424,262.6614541936869,15.48
7317,2003-02-07 00:00:00,True,10.53507,47.27007,,,,,0.0,0.0,,0.0,0.0,0.0,,1400.0,120.0,150.0,slab,,2100.0,40.0,S,Elbigenalp - Gemeindestraße - Holdernachlawine,Zentrale Lechtaler Alpen,,,,,,,-11.5425005,1.73,-8.114896,-3.0354152,0.0,31.920002,2.6524844,264.8099038574927,19.21
7319,2003-02-08 00:00:00,True,11.260032,47.395032,,,,,0.0,0.0,,0.0,0.0,0.0,,2300.0,,150.0,slab,,2100.0,40.0,SW,Brunnensteinspitze - Scharnitz / MIttenwald,Mieminger Gebirge,,,,,,,-6.453,1.15,-6.1722703,3.402084,0.0,27.300001,2.3477252,252.5611616943688,21.949999
7320,2003-02-09 00:00:00,True,12.294103,46.892964,3.0,considerable,,,1.0,0.0,,1.0,1.0,0.0,,220.0,90.0,50.0,slab,,2040.0,35.0,E,Alpe Stalle - Hintere Stalle,Östl. Deferegger Alpen,,,,,,,-8.979,1.36,-12.20452,5.3916664,0.0,13.160002,2.0285895,353.00636076068315,37.14
7321,2003-02-09 00:00:00,True,11.810029,47.105029,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,slab,,2400.0,,,Gammerspitze - ,Nördl. Zillertaler Alpen,,,,,,,-2.745,1.39,-4.423125,4.80625,0.1,2.59,2.1538928,355.2277295240681,38.2
7322,2003-02-09 00:00:00,True,11.260033,47.395033,,,,,0.0,0.0,,0.0,0.0,0.0,,800.0,150.0,150.0,slab,,2430.0,40.0,S,Kaminspitze - ,Mieminger Gebirge,,,,,,,-3.003,1.21,-5.083729,4.4333334,0.0,19.67,2.0129886,239.4835350943288,25.920002
7330,2003-02-10 00:00:00,True,10.985111,46.930111,,,,,0.0,0.0,,0.0,0.0,0.0,,250.0,100.0,,slab,,2500.0,35.0,W,Gueserkopf - Tscheyjoch,Weißkugelgruppe,,,,,,,-14.1465,1.47,-11.715249,3.5270834,0.0,5.88,1.3156263,253.7178678906888,38.48
7332,2003-02-12 00:00:00,True,11.810031,47.105031,3.0,considerable,,,0.0,1.0,,3.0,0.0,0.0,,700.0,150.0,50.0,slab,,3000.0,38.0,W,Hoher Riffler - Schwarzbrunnerkees,Nördl. Zillertaler Alpen,,,,,,,-8.094999,1.26,-4.639271,-4.9687505,0.1,0.49,1.7792795,2.151740320881916,42.9
7339,2003-02-28 00:00:00,True,11.028796,46.857926,2.0,moderate,,,1.0,0.0,,1.0,0.0,0.0,,80.0,2.0,30.0,slab,,2260.0,35.0,W,Gaisbergschlucht - Gaisbergtal,Gurgler Gruppe,,,,,,,-10.774,1.47,-7.1734796,1.0145841,0.0,0.0,2.3596666,170.68314886781704,58.54
7340,2003-03-01 00:00:00,True,10.535075,47.270075,,,,,0.0,0.0,,0.0,0.0,0.0,,150.0,20.0,,gliding,,1200.0,,,Planseestraße L255 - Ammerwald,Zentrale Lechtaler Alpen,,,,,,,-6.8925,1.18,-2.6852083,3.3020833,0.0,0.0,2.328507,186.5313051008893,53.100002
7341,2003-03-02 00:00:00,True,12.165016,47.560016,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,gliding,,,,,Straße zwischen Thiersee und Bayrischzell - Bayrischzell,Wilder Kaiser - Waidringer Alpen,,,,,,,-2.6569998,0.53,1.4409165,2.6854167,2.7,0.35,2.3539329,184.03268529871525,45.91
7342,2003-03-11 00:00:00,True,10.985112,46.930112,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,loose,,2000.0,40.0,E,Kaunertaler Gletscherstarße - Gepatschhaus,Weißkugelgruppe,,,,,,,-4.5465,1.21,-2.245979,4.7833333,0.0,0.0,1.4681404,261.94810923677073,59.57
7344,2003-03-29 00:00:00,True,10.939811,46.961037,3.0,considerable,,,1.0,0.0,,5.0,1.0,4.0,,250.0,,,loose,,2890.0,40.0,SE,Schwarzkogel - G. Rettenbachkar,Weißkugelgruppe,,,,,,,-7.487,10.01,-5.1875205,1.9083333,0.0,0.0,1.310902,179.17076540220344,81.979996
7345,2003-03-29 00:00:00,True,11.005096,47.115096,3.0,considerable,,,0.0,1.0,,1.0,0.0,0.0,,250.0,,,loose,,2100.0,45.0,E,Sulzenauhütte - Sulzenaualm,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-4.698,1.52,-2.1506042,1.4770828,0.0,0.0,1.310902,179.17076540220344,81.979996
7346,2003-04-05 00:00:00,True,11.005097,47.115097,,,,,0.0,0.0,,1.0,1.0,0.0,,250.0,,,slab,,2490.0,40.0,NW,Zwieselbacher Rosskogel - Haidenspitze,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-12.797999,1.69,-8.474562,-0.8041673,0.0,15.749999,2.7025077,342.9492350569196,70.67
7347,2003-04-06 00:00:00,True,12.427619,46.868532,3.0,considerable,,,1.0,0.0,,1.0,0.0,1.0,,150.0,20.0,40.0,slab,,2090.0,35.0,N,Hochgrabe - Volkzeiner Hütte,Östl. Deferegger Alpen,,,,,,,-6.3385,1.13,-7.4754796,-3.4645844,0.0,21.560003,3.075842,352.9112298859232,69.33
7349,2003-04-13 00:00:00,True,11.041007,47.206695,2.0,moderate,,,1.0,0.0,,2.0,1.0,1.0,,250.0,50.0,60.0,slab,,2480.0,40.0,NE,Plenderlesseekogel - Wiesberg,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-6.0625,2.02,-6.028125,4.8791676,0.0,5.040001,2.2693825,168.14835638379856,76.71
7350,2003-04-15 00:00:00,True,11.645024,47.235024,2.0,moderate,,,0.0,1.0,,1.0,0.0,0.0,,450.0,30.0,40.0,slab,,2200.0,35.0,N,Blaser - Langes Tal,Westl. Tuxer Alpen,,,,,,,-5.0255,1.46,-2.5395625,3.1062498,0.19999999,2.87,2.10298,99.53363518949531,79.310005
7351,2003-04-17 00:00:00,True,11.005098,47.115098,2.0,moderate,,,0.0,1.0,,1.0,0.0,1.0,,400.0,20.0,50.0,slab,,2850.0,40.0,NW,Habicht - Mischbachferner,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-2.798,1.8,-1.2922711,1.2416669,0.0,0.0,1.8843981,132.9508889491055,98.47
7353,2003-05-11 00:00:00,True,11.005099,47.115099,,,,,0.0,0.0,,0.0,0.0,0.0,,350.0,20.0,,loose,,2500.0,40.0,N,Kalkkögel - Ampferstein,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,1.852,1.11,4.2848125,-3.320833,8.5,3.5,2.1459706,194.0239269977449,97.93
7354,2003-06-01 00:00:00,True,11.810035,47.105035,,,,,0.0,1.0,,1.0,0.0,0.0,,100.0,,,loose,,3200.0,50.0,N,Hochfeiler - Schlegeiskees,Nördl. Zillertaler Alpen,,,,,,,12.655001,0.0,16.093542,0.3916664,13.7,0.0,1.6942598,19.914693770546968,87.09
