id,date,valid_time,location_longitude,location_latitude,danger_rating,danger_problem,involved_sum,involved_dead,involved_injured,involved_uninjured,involved_swept,involved_buried_total,involved_buried_partial,involved_not_buried,avalanche_extent_length,avalanche_extent_width,avalanche_breakheight,avalanche_type,avalanche_size,location_elevation,location_slope_angle,location_aspect,location_name,location_subregion,involved_standard_equipment,involved_avd_activated,involved_equipment_airbag,involved_ascent_descent,avalanche_artificial_release,avalanche_humidity,weather_temp,weather_snow_depth,weather_temp_mean,weather_temp_diff,weather_rain_sum,weather_snow_sum,weather_wind_speed_mean,weather_wind_dir_mean,weather_radiation_sum,week_day
530,2015-04-10 11:30:00,True,10.36872,46.99113,1.0,,2.0,2.0,0.0,0.0,0.0,2.0,0.0,,730.0,250.0,100.0,slab,3.0,2650.0,40.0,NW,Visnitzkopf,Samnaungruppe,,,,,,False,1.4519999,1.89,-6.5578966,10.0375,0.0,0.0,1.7607274,275.3212098203055,98.700005,4
520,2015-04-12 11:00:00,True,11.33394,47.0,3.0,,2.0,1.0,0.0,1.0,0.0,2.0,0.0,,1000.0,170.0,250.0,slab,4.0,2300.0,40.0,E,Gargglerin,Zentrale Stubaier Alpen,True,True,none,descent,,True,7.3985,1.48,2.4339168,1.0104164,2.3,1.33,1.4043226,250.16324620131732,92.41,6
7307,2003-01-18 00:00:00,False,11.675802,47.225434,2.0,,,1.0,0.0,,4.0,0.0,4.0,,300.0,80.0,150.0,slab,,2540.0,35.0,NE,Wildofen - Muttenkar,Westl. Tuxer Alpen,,,,,,,-14.2375,1.2,-11.476042,-4.6416683,0.0,0.0,1.7498704,102.19694451293674,27.1,5
7308,2003-01-19 00:00:00,False,12.118205,47.322342,2.0,,,2.0,0.0,,2.0,2.0,0.0,,200.0,80.0,75.0,slab,,2200.0,42.0,SE,Herzogkogel - Stanglhöhe,Westl. Kitzbüheler Alpen,,,,,,,-17.912,3.64,-12.010437,-4.4020844,0.0,0.14,1.8491187,122.82035237214257,28.369999,6
7309,2003-01-28 00:00:00,False,11.505974,47.186707,3.0,,,1.0,0.0,,1.0,1.0,0.0,,150.0,50.0,55.0,slab,,2550.0,42.0,SW,Morgenkogel - Nigstarz,Westl. Tuxer Alpen,,,,,,,-6.2735,1.25,-11.2266245,4.0354156,0.0,9.800001,2.144502,304.4799157644936,23.740002,1
7320,2003-02-09 00:00:00,False,12.294103,46.892964,3.0,,,1.0,0.0,,1.0,1.0,0.0,,220.0,90.0,50.0,slab,,2040.0,35.0,E,Alpe Stalle - Hintere Stalle,Östl. Deferegger Alpen,,,,,,,-8.979,1.36,-12.20452,5.3916664,0.0,13.160002,2.0285895,353.00636076068315,37.14,6
7339,2003-02-28 00:00:00,False,11.028796,46.857926,2.0,,,1.0,0.0,,1.0,0.0,0.0,,80.0,2.0,30.0,slab,,2260.0,35.0,W,Gaisbergschlucht - Gaisbergtal,Gurgler Gruppe,,,,,,,-10.774,1.47,-7.1734796,1.0145841,0.0,0.0,2.3596666,170.68314886781704,58.54,4
7344,2003-03-29 00:00:00,False,10.939811,46.961037,3.0,,,1.0,0.0,,5.0,1.0,4.0,,250.0,,,loose,,2890.0,40.0,SE,Schwarzkogel - G. Rettenbachkar,Weißkugelgruppe,,,,,,,-7.487,10.01,-5.1875205,1.9083333,0.0,0.0,1.310902,179.17076540220344,81.979996,5
7347,2003-04-06 00:00:00,False,12.427619,46.868532,3.0,,,1.0,0.0,,1.0,0.0,1.0,,150.0,20.0,40.0,slab,,2090.0,35.0,N,Hochgrabe - Volkzeiner Hütte,Östl. Deferegger Alpen,,,,,,,-6.3385,1.13,-7.4754796,-3.4645844,0.0,21.560003,3.075842,352.9112298859232,69.33,6
7349,2003-04-13 00:00:00,False,11.041007,47.206695,2.0,,,1.0,0.0,,2.0,1.0,1.0,,250.0,50.0,60.0,slab,,2480.0,40.0,NE,Plenderlesseekogel - Wiesberg,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-6.0625,2.02,-6.028125,4.8791676,0.0,5.040001,2.2693825,168.14835638379856,76.71,6
7360,2003-12-18 00:00:00,False,11.289737,47.174034,3.0,,,1.0,0.0,,1.0,1.0,0.0,,300.0,100.0,85.0,slab,,2360.0,40.0,E,Hochtennboden - Axamer Lizum,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-14.472,1.34,-13.619917,0.47500134,0.0,13.09,2.4413471,263.3005413339466,18.11,3
7384,2004-02-13 00:00:00,False,11.024301,47.151831,3.0,,,1.0,0.0,,1.0,1.0,0.0,,250.0,120.0,170.0,slab,,2250.0,40.0,NE,Sömenspitze - Gubener Hütte,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-10.7065,1.97,-9.9002495,5.456252,0.0,12.320002,1.8965282,267.67137062913457,28.980001,4
7391,2004-02-20 00:00:00,False,12.361522,46.898178,2.0,,,1.0,0.0,,2.0,1.0,0.0,,700.0,20.0,40.0,slab,,2130.0,50.0,NE,Kemptsgraben - Brunnalm,Östl. Deferegger Alpen,,,,,,,-10.877501,1.51,-8.803541,0.091667175,0.0,5.46,1.8709142,117.8189326920224,39.03,4
7425,2004-12-20 00:00:00,False,11.722806,47.272789,2.0,,,1.0,0.0,,1.0,1.0,0.0,,100.0,10.0,28.0,slab,,1950.0,35.0,NE,Gilfert - Nonsjöchl,Östl. Tuxer Alpen,,,,,,,-10.664,0.42,-10.665563,-9.775,0.0,7.2100005,2.5984428,105.14172593207437,19.48,0
7432,2005-01-05 00:00:00,False,10.573168,47.184333,3.0,,,1.0,0.0,,1.0,0.0,0.0,,400.0,50.0,200.0,slab,,2450.0,45.0,NE,Silberspitze - Gipfelbereich,Zentrale Lechtaler Alpen,,,,,,,-14.398,0.77,-11.370916,-0.9166651,0.099999994,6.6500006,1.8986502,230.8324448123473,19.17,2
7438,2005-01-22 00:00:00,False,10.277587,47.11161,4.0,,,4.0,1.0,,7.0,5.0,2.0,,500.0,400.0,200.0,slab,,2200.0,35.0,NE,Hinterer Rendl - Schigebiet St. Anton,Westl. Verwallgruppe,,,,,,,-11.105,1.43,-11.758646,0.75416565,0.0,28.489998,2.3708928,290.94707071665056,18.56,5
7442,2005-01-23 00:00:00,False,12.349702,47.391651,3.0,,,1.0,0.0,,1.0,1.0,0.0,,300.0,80.0,200.0,slab,,1940.0,40.0,NE,Pengelstein - Saukasergraben,Westl. Kitzbüheler Alpen,,,,,,,-14.540999,0.94,-10.178499,-5.2020836,0.099999964,29.19,2.56793,242.73574332800868,17.689999,6
7465,2005-02-06 00:00:00,False,11.026568,46.858858,3.0,,,1.0,0.0,,1.0,1.0,0.0,,120.0,80.0,,slab,,2240.0,40.0,W,Gaisbergschlucht - Plattachbahn/Obergurgl,Gurgler Gruppe,,,,,,,-13.8655,0.88,-11.8082075,-2.345831,0.0,0.07,1.8624923,304.7608004639212,38.62,6
7466,2005-02-06 00:00:00,False,11.733963,47.121655,3.0,,,1.0,0.0,,1.0,1.0,0.0,,,,,slab,,2090.0,35.0,N,Höhlensteinkar - ,Nördl. Zillertaler Alpen,,,,,,,-15.6195,1.31,-11.326271,-3.6666698,0.0,6.159999,2.1931503,76.49794794941356,34.28,6
7467,2005-02-06 00:00:00,False,11.608815,47.090014,3.0,,,1.0,0.0,,2.0,1.0,1.0,,1600.0,350.0,,slab,,2400.0,40.0,N,Jochgrubenkopf - ,Nördl. Zillertaler Alpen,,,,,,,-14.8235,1.2,-11.854229,-2.0583344,0.0,2.2400002,1.931834,252.70074344024715,35.08,6
7473,2005-02-12 00:00:00,False,11.662103,47.159584,3.0,,,2.0,1.0,,4.0,2.0,1.0,,200.0,60.0,,slab,,2570.0,40.0,NW,"Torwand, Wattener Lizum - Bereich Torjoch",Westl. Tuxer Alpen,,,,,,,-7.7285,1.17,-10.154543,9.4375,0.0,5.3900003,1.294281,144.75102428754298,36.010002,5
7482,2005-02-22 00:00:00,False,11.011554,47.182058,3.0,,,3.0,4.0,,7.0,3.0,4.0,,250.0,45.0,60.0,slab,,2950.0,40.0,SE,Sulzkogel/Kühtai - Gipfelhang,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-18.4835,1.5,-18.17204,0.3125019,0.0,6.0200005,1.3794454,342.88675248639225,35.510002,1
7492,2005-03-05 00:00:00,False,10.332315,47.220339,2.0,,,3.0,0.0,,3.0,3.0,0.0,,1200.0,300.0,60.0,slab,,2480.0,45.0,S,Rotschrofenspitze - ,Westl. Lechtaler Alpen,,,,,,,-17.639,1.58,-16.523376,1.6416626,0.0,3.01,1.5667245,207.692966017638,52.97,5
7507,2005-03-11 00:00:00,False,12.358894,47.395559,3.0,,,1.0,0.0,,1.0,0.0,0.0,,,,,slab,,1587.0,40.0,SE,Jufengrat / Pengelstein - ,Westl. Kitzbüheler Alpen,,,,,,,-14.978,1.48,-8.50925,1.4541664,0.100000024,18.48,3.0239656,287.75089735492145,48.57,4
7525,2005-03-14 00:00:00,False,10.804488,46.824284,3.0,,,1.0,0.0,,1.0,0.0,0.0,,200.0,10.0,,slab,,2650.0,40.0,SE,Hintereisferner - ,Weißkugelgruppe,,,,,,,-16.966501,12.44,-13.057646,2.7312489,0.0,1.0500001,2.193913,275.50404032400843,70.97,0
7527,2005-03-16 00:00:00,False,12.590685,47.431546,3.0,,,1.0,0.0,,1.0,1.0,0.0,,800.0,,,loose,,1580.0,40.0,W,Hörndlingergraben - Schreiende Brunnen,Östl. Kitzbüheler Alpen,,,,,,,-5.6235,1.34,-2.9495418,7.547917,0.0,0.07,2.187796,237.2914815028616,64.67,2
7533,2005-03-18 00:00:00,False,11.196901,47.395997,3.0,,,1.0,0.0,,1.0,0.0,1.0,,170.0,,,,,1380.0,40.0,N,Arnplattenspitze - Unterleutasch,Mieminger Gebirge,,,,,,,-0.2535,1.11,1.2590001,2.8854167,0.0,0.0,1.5297095,237.16039651231063,70.35,4
7545,2005-04-01 00:00:00,False,10.581002,47.351446,2.0,,,1.0,0.0,,1.0,1.0,0.0,,200.0,30.0,,slab,,2220.0,40.0,E,Elmer Muttekopf  - ,Östl. Lechtaler A. - Ammergauer A.,,,,,,,-5.3255,0.95,-3.2161252,-0.64583373,1.0999999,9.38,1.688786,30.43309971500198,66.81,4
7584,2006-01-27 00:00:00,False,11.67377,47.093794,3.0,,,1.0,0.0,,1.0,1.0,0.0,,250.0,25.0,60.0,slab,,1900.0,40.0,N,Kleegrube - ,Nördl. Zillertaler Alpen,,,,,,,-16.5045,1.05,-14.981061,4.4729147,0.0,3.3600008,1.9286349,168.75222706869775,27.95,4
7586,2006-01-28 00:00:00,False,12.453829,47.36972,3.0,,,1.0,0.0,,6.0,1.0,5.0,,250.0,180.0,60.0,slab,,2000.0,35.0,W,Schützkogel - ,Östl. Kitzbüheler Alpen,,,,,,,-13.535,1.09,-14.027707,5.9312487,0.0,3.0100002,1.9144568,189.0984590211953,27.44,5
7614,2006-03-04 00:00:00,False,10.265752,47.147189,3.0,,,1.0,0.0,,1.0,1.0,0.0,,300.0,50.0,,slab,,1730.0,40.0,NE,Schöngraben - ,Westl. Lechtaler Alpen,,,,,,,-7.027,1.4,-10.097833,7.933333,0.0,19.810001,2.9950047,211.3197008442664,38.019997,5
7619,2006-03-08 00:00:00,False,12.369512,47.410278,3.0,,,1.0,0.0,,1.0,1.0,0.0,,30.0,2.0,15.0,loose,,1575.0,40.0,NW,Steinbergkogel - ,Westl. Kitzbüheler Alpen,,,,,,,-11.839,1.52,-8.943166,-1.1416659,0.0,19.95,2.551723,328.4581691100371,38.81,2
7630,2006-03-18 00:00:00,False,12.25448,47.359078,2.0,,,1.0,0.0,,1.0,1.0,0.0,,170.0,17.0,40.0,slab,,1945.0,40.0,NW,Hintenkarscharte - ,Westl. Kitzbüheler Alpen,,,,,,,-9.102,1.53,-7.6618967,2.5250006,0.0,0.77,1.5695701,92.0458012552479,65.15,5
7631,2006-03-18 00:00:00,False,12.308642,47.581855,2.0,,,1.0,1.0,,2.0,0.0,0.0,,700.0,35.0,50.0,slab,,1750.0,48.0,SE,Stripsenkopf - ,Wilder Kaiser - Waidringer Alpen,,,,,,,-9.13,1.62,-8.4279175,2.5125012,0.0,0.63,1.6380945,85.92591760797062,63.47,5
7633,2006-03-21 00:00:00,False,10.863413,46.960972,3.0,,,1.0,0.0,,1.0,1.0,0.0,,300.0,30.0,50.0,loose,,2040.0,40.0,E,Rifflsee - Taschachalpe,Weißkugelgruppe,,,,,,,-7.8624997,1.41,-5.0817714,3.9437501,0.0,0.49,1.7140158,171.54935345835807,73.47,1
7645,2006-04-02 00:00:00,False,11.495286,47.323112,2.0,,,1.0,0.0,,1.0,0.0,0.0,,150.0,5.0,35.0,slab,,1510.0,40.0,N,Hochmahdkopf - ,Karwendel,,,,,,,2.069,1.07,2.9007707,3.7354164,7.0,1.8900001,1.8748878,238.96520569859484,69.130005,6
7647,2006-04-04 00:00:00,False,11.11079,47.023596,2.0,,,1.0,0.0,,3.0,1.0,2.0,,400.0,95.0,110.0,slab,,3200.0,44.0,N,Mutterberger Seespitze - ,Zentrale Stubaier Alpen,,,,,,,-13.445001,1.4,-7.9137497,-4.2187486,0.0,2.1,2.0016205,265.47535552794875,88.43,1
7649,2006-04-22 00:00:00,False,11.644109,47.069406,1.0,,,1.0,2.0,,4.0,1.0,2.0,,800.0,150.0,65.0,slab,,2950.0,40.0,N,Kleiner Kaserer - ,Nördl. Zillertaler Alpen,,,,,,,-8.243,1.27,-4.632583,1.5895827,2.3,0.0,1.3550596,358.29104204606205,98.340004,5
7650,2006-05-01 00:00:00,False,10.869985,46.887651,2.0,,,1.0,2.0,,3.0,2.0,1.0,,250.0,,,,,3650.0,40.0,SE,Wildspitze - ,Weißkugelgruppe,,,,,,,-13.989,9.88,-9.502542,-2.120833,1.5,14.490001,1.7929096,314.1819809144433,75.009995,0
7682,2007-02-14 00:00:00,False,10.268786,47.117549,3.0,,,2.0,0.0,,2.0,2.0,0.0,,400.0,150.0,,slab,,1910.0,37.0,N,Obere Gstansböden - ,Westl. Verwallgruppe,,,,,,,-8.455501,1.2,-4.7581043,1.3479161,0.2,21.7,2.204628,190.35484499826245,25.720001,2
7687,2007-02-27 00:00:00,False,10.270947,47.118234,3.0,,,1.0,0.0,,1.0,1.0,0.0,,400.0,50.0,,slab,,1900.0,37.0,N,Rendl - Gampberg,Westl. Verwallgruppe,,,,,,,-5.4005003,1.27,-4.4734173,-0.03541708,0.20000002,29.679998,2.0994222,207.73413839795484,34.12,1
7689,2007-03-02 00:00:00,False,10.840764,46.962835,3.0,,,1.0,1.0,,8.0,1.0,7.0,,340.0,100.0,50.0,slab,,2420.0,35.0,N,Grubenkopf - ,Weißkugelgruppe,,,,,,,-4.7269998,1.25,-5.3764787,2.4729161,0.0,17.08,2.4449546,277.2303296555941,50.18,4
7690,2007-03-02 00:00:00,False,10.976655,46.958216,3.0,,,1.0,2.0,,3.0,1.0,2.0,,340.0,100.0,50.0,slab,,2380.0,40.0,N,Rettenbachtal / Stabele -,Weißkugelgruppe,,,,,,,-4.9325,1.31,-5.3970838,1.9520836,0.0,17.08,2.4449546,277.2303296555941,50.18,4
7694,2007-03-04 00:00:00,False,11.752074,47.222427,3.0,,,1.0,0.0,,1.0,1.0,0.0,,200.0,120.0,150.0,slab,,2520.0,35.0,NE,Rosskopf - ,Östl. Tuxer Alpen,,,,,,,-9.4035,1.33,-6.834229,-0.98958445,0.39999986,10.640001,2.3833861,299.2516245209023,45.57,6
7696,2007-03-09 00:00:00,False,10.973521,46.941453,3.0,,,1.0,0.0,,3.0,1.0,2.0,,180.0,120.0,180.0,slab,,2800.0,40.0,E,Gaislachkogel - ,Weißkugelgruppe,,,,,,,-8.626,1.37,-6.2129793,-2.020833,0.0,11.410002,2.4234557,252.544496032794,53.14,4
7701,2007-03-28 00:00:00,False,11.076791,46.882703,2.0,,,1.0,1.0,,2.0,1.0,1.0,,240.0,80.0,120.0,slab,,2880.0,40.0,N,Wurmkogel - ,Gurgler Gruppe,,,,,,,-12.3315,1.57,-8.4314995,-0.5854168,0.0,1.12,1.9049433,137.62926800224074,78.28,2
7706,2007-04-09 00:00:00,False,11.116435,47.14617,2.0,,,1.0,0.0,,3.0,2.0,1.0,,500.0,150.0,80.0,slab,,2280.0,40.0,E,Lampsenspitze - Köllrinne ,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-6.0474997,1.42,-1.0042709,1.1291671,0.1,0.0,1.684519,354.5271980020349,86.67,0
7713,2007-11-28 00:00:00,False,11.28432,47.134612,3.0,,,1.0,0.0,,1.0,1.0,0.0,,40.0,170.0,25.0,slab,,2480.0,40.0,S,Hoher Burgstall - ,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-15.746,0.8,-9.171521,-7.1083317,0.0,7.4900002,2.0864282,289.7497931966607,21.56,2
7716,2007-12-05 00:00:00,False,11.024687,46.854134,3.0,,,1.0,1.0,,2.0,2.0,0.0,,250.0,15.0,25.0,slab,,2280.0,37.0,NW,"Hohe Mut, Obergurgl - ",Gurgler Gruppe,,,,,,,-10.6505,0.89,-7.415084,-1.0479164,0.0,15.050001,2.7224603,285.57143863228373,23.36,2
7718,2007-12-07 00:00:00,False,11.651713,47.112097,3.0,,,1.0,0.0,,1.0,1.0,0.0,,90.0,40.0,30.0,slab,,2060.0,40.0,NW,"Niedere Pfannscharte, Weitental - Kleine Needer",Westl. Tuxer Alpen,,,,,,,-3.417,0.99,-5.6331453,7.7458324,0.0,12.95,2.0183537,65.33569080775271,18.369999,4
7724,2008-01-05 00:00:00,False,10.630356,47.522115,3.0,,,1.0,0.0,,1.0,1.0,0.0,,250.0,20.0,60.0,slab,,1600.0,38.0,NE,"Große Schlicke, Karettatal - ",Allgäuer Alpen,,,,,,,-8.284,1.0,-9.916813,8.399999,0.0,0.14,2.8347855,167.8240726623847,18.94,5
7731,2008-01-13 00:00:00,False,11.387172,47.40411,3.0,,,1.0,0.0,,1.0,1.0,0.0,,420.0,220.0,55.0,slab,,2480.0,35.0,W,"Große Seekarspitze, Breitgrießkar - Gipfelhang",Karwendel,,,,,,,-9.973,1.07,-10.626646,3.5812492,0.0,10.570001,2.7663207,160.52882957216417,19.91,6
7750,2008-01-24 00:00:00,False,10.974127,46.942699,3.0,,,1.0,0.0,,2.0,1.0,1.0,,70.0,15.0,50.0,slab,,2740.0,40.0,NE,Giggijoch Weißkamm - Gaislachkogel Bereich Wasserkar,Weißkugelgruppe,,,,,,,-10.5775,27.88,-11.083229,-0.20833206,0.0,7.35,2.6160731,305.56654421992926,30.599998,3
7752,2008-01-26 00:00:00,False,10.80355,46.969398,3.0,,,1.0,0.0,,1.0,1.0,0.0,,300.0,40.0,,slab,,3120.0,40.0,SE,"Rostizkogel, Kaunergrat - zwischen Nördl. u. Mittl. Löcherferner",Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-22.5835,9.77,-13.454334,0.72708416,0.0,0.07,2.3719468,309.3762051729089,33.37,5
7753,2008-01-28 00:00:00,False,12.438866,46.711628,3.0,,,1.0,0.0,,1.0,0.0,0.0,,600.0,100.0,50.0,slab,,2150.0,40.0,NE,Zenzerspitz - Hollbrucker Eck,Lienzer Dolomiten,,,,,,,-7.6095,0.89,-9.738146,4.235419,0.0,6.65,2.6070507,323.28607666293664,28.63,0
7758,2008-02-03 00:00:00,False,12.261169,47.478222,3.0,,,1.0,0.0,,1.0,1.0,0.0,,40.0,20.0,15.0,slab,,1400.0,35.0,S,Skigebiet Scheffau - Kummereralm,Westl. Kitzbüheler Alpen,,,,,,,-14.623501,1.11,-5.2485,-5.685417,0.0,6.2999997,2.9861438,182.971383184722,26.94,6
7769,2008-02-11 00:00:00,False,11.163039,47.216444,2.0,,,1.0,0.0,,1.0,1.0,0.0,,900.0,260.0,90.0,slab,,2140.0,37.0,NE,Rosskogel - Hirscheben - Osthang Richtung Albistal,Grieskogelgruppe,,,,,,,-9.349,1.34,-7.4609785,1.1062489,0.0,0.0,1.2527138,300.58523261672565,43.839996,0
7831,2008-05-03 00:00:00,False,11.547107,47.407521,2.0,,,1.0,0.0,,1.0,1.0,0.0,,70.0,5.0,,slab,,1750.0,38.0,SE,Gumpenjöchl - ,Karwendel,,,,,,,0.9195,1.34,1.3283541,1.1854167,4.6000004,5.74,2.1546555,309.09163217132954,79.91,5
7839,2008-05-24 00:00:00,False,10.90757,46.783357,,,,1.0,1.0,,2.0,1.0,1.0,,300.0,120.0,75.0,slab,,3500.0,55.0,N,Mutmalspitze - Nordwand,Gurgler Gruppe,,,,,,,-7.9945,9.87,-4.034604,1.5687497,29.0,3.2200003,1.5097799,79.15140814007181,72.850006,5
7840,2008-06-08 00:00:00,False,10.702381,46.850723,,,,1.0,0.0,,1.0,1.0,0.0,,150.0,,,loose,,3060.0,37.0,NE,Kaunertaler Gletscher - Falginjoch,Glockturmgruppe,,,,,,,-0.329,9.33,1.3834999,-1.1166667,39.6,0.0,1.2572436,20.94884759013672,49.739998,6
7841,2008-09-27 00:00:00,False,11.914873,47.029893,,,,1.0,1.0,,2.0,1.0,0.0,,400.0,30.0,65.0,slab,,3250.0,45.0,E,"Großer Löffler - Floitenkees, Gipfelflanke",Nördl. Zillertaler Alpen,,,,,,,-10.4875,0.04,-7.6151047,-0.88541603,0.9000001,4.2700005,2.231114,20.21436832038128,53.6,5
7843,2008-10-05 00:00:00,False,10.977579,47.420032,,,,1.0,0.0,,1.0,1.0,0.0,,130.0,20.0,20.0,slab,,2550.0,45.0,NW,Zugspitze - Stoppelziehersteig,Mieminger Gebirge,,,,,,,-9.8375,0.08,-4.9822917,-3.760416,13.799998,13.789997,1.6461034,246.3678466833247,33.02,6
7863,2008-12-20 00:00:00,False,12.342081,47.032353,3.0,,,1.0,0.0,,1.0,1.0,0.0,,1000.0,30.0,75.0,gliding,,2200.0,35.0,SW,"Rote Säule - Dorfertal, Johannishütte, Bereich Sulzeck",Venedigergruppe,,,,,,,-12.162999,1.14,-8.192687,-3.608335,0.0,25.060001,2.5332355,352.3518920344126,13.669999,5
7873,2008-12-24 00:00:00,False,10.212666,47.15788,2.0,,,1.0,0.0,,2.0,1.0,0.0,,1000.0,400.0,110.0,slab,,2800.0,40.0,N,Valluga - Nordflanke,Westl. Lechtaler Alpen,,,,,,,-12.0175,1.14,-8.977396,-4.34375,0.0,13.789999,1.5725474,239.75196152871027,13.389999,2
7908,2009-02-09 00:00:00,False,12.289219,46.795291,3.0,,,1.0,1.0,,2.0,2.0,0.0,,130.0,100.0,78.0,slab,,2420.0,25.0,NE,Pürglesgungge - ,Östl. Deferegger Alpen,,,,,,,-13.1845,1.46,-7.8131456,-5.429167,0.0,17.430002,2.4944332,229.2950785132041,29.32,0
7945,2009-02-24 00:00:00,False,11.683744,47.228538,4.0,,,2.0,0.0,,2.0,2.0,0.0,,650.0,250.0,100.0,slab,,2140.0,40.0,E,Muttenkar/Wildofen - Wildofen,Westl. Tuxer Alpen,,,,,,,-10.274,1.69,-9.119833,-0.5062504,0.0,19.880003,2.4194236,346.1748328735931,36.27,1
7968,2009-02-28 00:00:00,False,11.146101,47.133116,4.0,,,1.0,1.0,,2.0,0.0,0.0,,150.0,50.0,,slab,,1900.0,45.0,NW,Lüsens - Gasthauswasserfall,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-5.337,1.61,-5.48075,7.3291664,0.0,4.2700005,2.1008186,299.9545602695233,46.98,5
7995,2009-03-11 00:00:00,False,10.570312,46.889072,4.0,,,1.0,0.0,,1.0,1.0,0.0,,450.0,100.0,100.0,slab,,2660.0,40.0,NW,Tscheyegg - Sunntigwaid-Valdafurbach,Glockturmgruppe,,,,,,,-12.656,19.61,-12.111208,-3.4916658,0.0,14.980001,2.6103284,297.80641113404096,63.180004,2
8003,2009-03-22 00:00:00,False,11.234652,47.323341,2.0,,,1.0,0.0,,1.0,0.0,1.0,,1200.0,80.0,85.0,slab,,2350.0,45.0,W,Reither Spitze - ,Karwendel,,,,,,,-17.897501,1.67,-11.482396,-1.6458349,0.0,4.34,2.890736,335.2265314076829,68.39,6
8023,2009-04-05 00:00:00,False,12.311468,47.043973,3.0,,,2.0,1.0,,3.0,2.0,0.0,,450.0,40.0,100.0,gliding,,2100.0,35.0,SW,"Goriacher Alm - Schlüsselspitze - Maurertal, Essener-Rostocker-Hütte",Venedigergruppe,,,,,,,-0.188,1.82,1.4125209,2.514583,3.6999998,4.06,1.5931854,117.64995381195628,72.15,6
8029,2009-04-08 00:00:00,False,11.111092,47.144726,2.0,,,1.0,0.0,,1.0,1.0,0.0,,400.0,40.0,65.0,slab,,2320.0,35.0,E,Zischgeles - Sattelloch - Zischgeles,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-1.9495,1.7,0.85883343,0.5520834,0.1,0.0,1.6902922,159.35007552520335,86.409996,2
8033,2009-04-18 00:00:00,False,11.771907,47.249984,2.0,,,2.0,0.0,,2.0,2.0,0.0,,450.0,,,loose,,2000.0,40.0,NE,Pfundsalm-Niederleger - Niederleger 200m südlich von Pfundalm,Östl. Tuxer Alpen,,,,,,,-2.9994998,1.28,0.48070836,-2.4916666,3.1999998,10.639999,2.3799553,175.46855698524638,81.88,5
8041,2009-05-02 00:00:00,False,10.967963,46.805994,3.0,,,6.0,0.0,,6.0,6.0,0.0,,500.0,170.0,70.0,slab,,3180.0,40.0,NE,Schalfkogel - ,Gurgler Gruppe,,,,,,,-5.83,1.87,-5.296667,2.3479166,0.3,17.22,2.3521054,345.6413950994151,86.21,5
8042,2009-05-05 00:00:00,False,10.697363,46.862719,2.0,,,1.0,0.0,,1.0,1.0,0.0,,350.0,250.0,85.0,slab,,3120.0,45.0,N,Wiesejaggl - Nordhang,Glockturmgruppe,,,,,,,-9.0335,10.27,-5.2199583,-1.8104167,0.3,5.3900003,2.2927246,333.30967979825385,91.729996,1
8048,2009-12-01 00:00:00,False,10.872171,46.89587,3.0,,,1.0,0.0,,1.0,1.0,0.0,,170.0,100.0,85.0,slab,,3350.0,43.0,NW,Schuchtkogel - Taschachferner,Weißkugelgruppe,,,,,,,-10.2960005,9.67,-12.058499,0.19166756,0.0,50.259995,2.3897424,176.18094571567872,20.41,1
8059,2009-12-21 00:00:00,False,10.900552,46.934323,3.0,,,2.0,0.0,,2.0,2.0,0.0,,170.0,30.0,,slab,,2340.0,38.0,NW,"Braunschweigerhütte - Gries, Mittelbergferner",Weißkugelgruppe,,,,,,,-18.532999,1.1,-19.848106,5.783332,0.1,1.4699999,2.4118025,283.77813148456187,24.66,0
8085,2010-01-29 00:00:00,False,11.058917,46.884141,3.0,,,1.0,0.0,,1.0,0.0,0.0,,250.0,30.0,30.0,slab,,2480.0,40.0,SW,"Königstal - Wurmkogel, Hochgurgl",Gurgler Gruppe,,,,,,,-17.772001,1.34,-12.981896,-2.833334,0.0,3.43,2.192184,301.8831871250815,28.789999,4
8097,2010-02-02 00:00:00,False,10.182574,47.119045,3.0,,,1.0,0.0,,2.0,1.0,0.0,,175.0,40.0,190.0,slab,,2380.0,47.0,S,"Knödelkopf - Albonagrat, Peischelkopf",Westl. Verwallgruppe,,,,,,,-18.0245,1.66,-17.775541,-1.7062502,0.0,2.52,2.2550168,288.14431625111416,36.1,1
8101,2010-02-04 00:00:00,False,11.750711,47.28028,3.0,,,1.0,1.0,,2.0,2.0,0.0,,150.0,40.0,20.0,slab,,1950.0,40.0,E,"Großer Gamsstein - Sonntagsköpfl, Maschentalbach",Östl. Tuxer Alpen,,,,,,,-10.5235,1.01,-12.550062,6.3812504,0.0,3.2200003,2.2030873,159.9207788114929,34.57,3
